-32.651975		-1.781787		0.111929		-0.282950		-0.303352		-0.294211		0.171491		0.429079		0.449754		-0.028545		-0.091119		-0.002194		0.269199
-32.420011		-2.041873		-0.289572		-0.777835		-0.150041		0.019151		-0.202525		-0.074379		-0.181717		-0.266516		0.028498		-0.122963		0.047777
-32.900801		-2.201321		0.317269		0.136009		-0.191863		-0.008381		0.174899		0.116943		-0.058847		-0.602386		-0.140537		0.417484		0.380827
-32.821088		-1.890591		0.159181		-0.450094		-0.222425		-0.158010		-0.223512		-0.371049		0.034706		0.398349		-0.392032		-0.246664		0.093600
-32.862451		-2.122324		-0.117642		-0.579115		-0.100885		-0.056302		-0.227261		-0.065736		0.018425		0.186713		0.228521		0.363208		0.087307
-32.426523		-1.773660		0.285811		-0.188240		-0.302641		-0.085809		-0.206400		-0.179030		-0.058427		-0.004210		0.194978		0.260666		0.083587
-32.671864		-1.904679		-0.408430		-0.465763		-0.213776		-0.616729		-0.480939		-0.674082		-0.408679		-0.169643		-0.266273		0.231439		0.288031
-32.340842		-1.988830		-0.504955		-0.664423		-0.385562		0.081294		0.127727		0.002088		-0.189833		-0.192088		-0.222880		-0.082405		0.315727
-32.450552		-1.885948		0.006986		-0.362561		-0.330491		-0.022283		-0.308008		-0.348205		0.106433		-0.074504		-0.366815		-0.006056		-0.245408
-32.730069		-2.072180		-0.246496		-0.143790		-0.227954		-0.033691		-0.094983		-0.067769		0.002266		0.145054		0.098310		-0.061160		-0.158728
-32.071237		-1.466110		0.027867		-0.546860		-0.397725		0.016254		-0.217185		0.120137		0.074202		0.016919		0.097176		-0.284401		-0.064530
-31.701631		-1.637550		-0.125066		-0.161487		-0.426530		-0.407991		0.121915		0.086734		-0.199895		0.096483		0.040271		-0.177113		-0.184572
-29.910159		-1.866450		-1.002858		0.139878		-0.389318		-0.373824		0.010473		0.062046		0.134743		0.171917		0.128416		-0.531575		-0.635941
-28.328384		-2.208245		-0.727272		0.532493		-0.315968		-0.450345		-0.101907		-0.526726		-0.405248		-0.101414		-0.009520		-0.211330		0.075196
-26.504033		-2.420561		-0.094318		0.422468		-0.703465		-0.854355		-0.012351		-0.204090		-0.226633		-0.063581		0.028834		-0.102273		0.008951
-25.113283		-3.680911		-0.646815		-0.016067		-0.341691		-0.324299		0.221387		-0.366739		-0.245199		-0.171389		0.413911		0.101114		-0.013810
-23.395260		-3.328960		-0.330307		0.345100		-0.549587		-0.004252		0.151089		-0.123577		-0.025567		-0.313735		-0.027025		0.179299		-0.035844
-23.152231		-3.179570		-0.071738		-0.151711		-0.641458		0.043317		0.088608		-0.458668		0.145952		0.154471		-0.042237		-0.361259		-0.315601
-21.988535		-3.624661		0.095746		0.452055		-0.595381		-0.757379		0.087906		-0.372147		-0.070455		0.061852		-0.100369		-0.165516		0.141465
-21.841055		-4.021596		-0.439207		0.443627		-0.027725		-0.119956		0.335803		-0.237378		0.035438		-0.201614		0.239296		-0.077961		-0.040116
-20.648504		-3.995610		-0.751003		0.406411		-0.663389		-0.116084		0.303436		-0.061086		-0.108873		-0.209579		-0.008173		-0.108100		-0.239041
-21.096401		-4.593276		-0.737085		0.250067		-0.414558		-0.045662		0.159716		-0.187278		0.394065		0.376198		0.441464		0.154812		-0.089745
-20.418120		-4.312839		-0.447439		0.658798		-0.374223		0.176638		0.368561		-0.340295		-0.022825		-0.287899		0.099032		-0.146027		-0.102983
-20.141971		-4.002588		-0.095355		0.353668		-0.670275		-0.161414		0.242287		-0.008724		0.114386		0.047692		0.468321		-0.109220		-0.099650
-19.942829		-3.955647		0.134692		0.422317		-0.726375		-0.470169		0.284841		0.000021		0.151386		-0.212011		0.024569		-0.121666		-0.248608
-19.483621		-3.854761		-0.164338		-0.031851		-0.746715		-0.029417		0.038958		-0.108348		0.106101		-0.198963		-0.133396		-0.177329		-0.061552
-19.688326		-4.226349		-0.184463		0.697358		-0.679043		-0.206109		0.071469		-0.540069		0.155124		0.014676		0.210817		0.072020		0.100467
-19.979211		-4.333037		0.274049		0.716070		-0.839155		-0.095889		0.496211		-0.317736		-0.249796		-0.187909		0.183537		-0.080408		0.136128
-19.126411		-3.830299		-0.297821		0.217374		-0.822978		0.145561		0.351855		-0.136592		0.165033		-0.230403		0.254274		0.176925		0.100113
-20.247717		-4.041173		0.100431		0.053428		-0.718284		0.001831		0.293943		-0.326357		0.022722		0.048928		0.078139		-0.098411		-0.045209
-20.390091		-4.252402		-0.385422		0.457544		-0.510964		0.097817		0.168004		-0.514605		0.002526		-0.228629		0.170532		0.166469		0.094097
-21.117866		-3.585405		-0.296759		0.314902		-0.731643		-0.136783		0.035144		-0.382307		-0.305073		0.115337		0.143269		-0.278951		-0.050146
-21.739829		-3.243700		0.059714		0.733083		-0.386517		0.325568		0.056743		-0.541984		-0.137118		-0.241769		0.005994		0.104305		0.214004
-20.588010		-2.694980		-0.263152		2.282107		0.324795		0.176088		0.212511		-0.376320		0.135549		-0.568348		-0.199541		-0.031912		-0.042486
